,first_name,last_name,date_of_birth,source,source_link,nationalities,aliases,addresses,sanctions_programs,active,notes,source_id,entity_type
101,Roman Ivanovich,BIZYUK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Raman Ivanavich BIZIUK'}, {'name': ' Belarusian: Раман Iванавiч БIЗЮК'}, {'name': 'Russian: Роман Иванович БИЗЮК'}]",[],"['1, Part 1']",True,,102,Individual
102,Andrei Romanovich,TARASEVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Andrei Ramanavich TARASEVICH'}, {'name': 'Belarusian: Андрэй Раманавiч ТАРАСЕВIЧ'}, {'name': 'Russian: Андрей Романович ТАРАСЕВИЧ'}]",[],"['1, Part 1']",True,,103,Individual
103,Anna Mikhailovna,OSIPENKO,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Hanna Mikhailauna ASIPENKA'}, {'name': ' Belarusian: Ганна Мiхайлаўна АСIПЕНКА'}, {'name': 'Russian: Анна Михайловна ОСИПЕНКО'}]",[],"['1, Part 1']",True,,104,Individual
104,Sergey Vasilyevich,MASLIUKOV,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Russian: Сергей Васильевич Маслюков/ Сяргей Васільевіч Масліавукаў'}],[],"['1, Part 1']",True,,105,Individual
105,Yevgeny Valerievich,BUBICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': ""Belarussian: Яўген Валер'евіч Бубіч""}, {'name': 'Russian: Евгений Валерьевич Бубич'}]",[],"['1, Part 1']",True,,106,Individual
106,Yury Ivanovich,VASILEVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Belarusian: Юры Іванавіч ВАСІЛЕВІЧ'}, {'name': 'Russian: Юрий Иванович ВАСИЛЕВИЧ'}]",[],"['1, Part 1']",True,,107,Individual
107,Aliaksandr Uladzimirovich,KARNIENKA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Aleksander/ Aleksandr or Alexander /Alexandr Vladimirovich Karnienko'}, {'name': ' Belarusian: Александр Владимиравич КАРНИЕНКА'}, {'name': ' Russian: Александр Владимирович Карниенко or Карниенка'}]",[],"['1, Part 1']",True,,108,Individual
108,Andrei Siarheevich,PALCHIK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Andrey Sergeevich'}, {'name': 'Belarusian: Aндрэй Сяргеевiч Пальчык'}, {'name': 'Russian\xa0: Андрей Сергеевич Пальчик'}]",[],"['1, Part 1']",True,,109,Individual
109,Aliaksandr Uladzimirovich,KAROL,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Aleksandr/ Aleksandr or Alexander /Alexandr Vladimirovich Korol or Oleksandr Volodymyrovych Korol'}, {'name': 'Belarussian: Аляксандр Уладзiмiравiч Кароль'}, {'name': 'Russian: Александр Владимирович Король'}]",[],"['1, Part 1']",True,,110,Individual
110,Mikhail Mikhailavich,MURASHKIN,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Belarusian: Мiхаiл Мiхайлавiч Мурашкин'}, {'name': 'Russian: Михаил Михайлович Мурашкин'}]",[],"['1, Part 1']",True,,111,Individual
111,Mikalai Vasilievich,MAKSIMOVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Nikolay or Nikolai / Vasilievich or Vasilyevich Maximavich or Maksimavich or Maximovich or Maksimovich'}, {'name': 'Belarusian: Мікалай Васільевіч Максімавіч'}, {'name': 'Russian: Николай Васильевич Максимович'}]",[],"['1, Part 1']",True,,112,Individual
112,Valyantsina Mikalaeuna,ZIANKEVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Valentina Nikolaevna Zenkevich'}, {'name': 'Belarusian:  Валянцiна Мiкалаеўна Зянкевiч'}, {'name': 'Russian: Валентина Николаевна Зенькевич'}]",[],"['1, Part 1']",True,,113,Individual
113,Zinaida Vasilieuna,BALABALAVA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Zinaida Vasilievna'}, {'name': 'Belarusian: Зiнаiда Васiльеўна Балабалава'}, {'name': 'Russian: Зинаида Васильевна Балаболава'}]",[],"['1, Part 1']",True,,114,Individual
114,Halina,KNIZHONAK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Galina Knizhonak-Maksimava'}, {'name': ' Belarusian: Галіна Кніжонак or Кніжонак-Максімава'}, {'name': 'Russian: Галина Книжонак or Книжонок or Книжонок-Максимова'}]",[],"['1, Part 1']",True,,115,Individual
115,Hanna Borisovna,LEUSIK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Hanna Borisovna Liavusik or Anna Borisovna Leusik'}, {'name': ' Belarusian: Ганна Барысаўна Лявусiк'}, {'name': 'Russian: Анна Борисовна Леусик'}]",[],"['1, Part 1']",True,,116,Individual
116,Henadz Ivanavich,KUDLASEVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Gennady Ivanovich Kudlasevich'}, {'name': 'Gennadiy Ivanovich Kudlasevich'}, {'name': 'Belarusian: Генадзь Iванавiч Кудласевiч'}, {'name': 'Russian\xa0: Геннадий Иванович Кудласевич'}]",[],"['1, Part 1']",True,,117,Individual
117,Ina Leanidauna,PAULOUSKAYA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Belarusian: Iна Леанiдаўна Паўлоўская'}],[],"['1, Part 1']",True,,118,Individual
118,Dmitry Vitalievich,BUBENCHIK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Belarusian: Дмитрий Витальевич Бубенчик'}],[],"['1, Part 1']",True,,119,Individual
119,Nikolai Aleksandrovich,LUKASHENKO,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Mikalay Alyaksandravich Lukashenka'}, {'name': 'Kolya Lukashenko'}, {'name': 'Belarusian: Мікалай Аляксандравіч Лукашэнка; Russian: Николай Александрович Лукашенко'}, {'name': 'Коля Лукашенко'}]",[],"['1, Part 1']",True,,120,Individual
120,Yuliya Aleksandrovna,BLIZNIUK,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Yuliya Aliaksandrauna Blizniuk'}, {'name': 'Julija Aleksandrovna Bliznjuk'}, {'name': 'Julija Aljaksandrauna Bliznjuk'}, {'name': 'Belarussian: Юлія Аляксандраўна Блізнюк'}, {'name': 'Russian: Юлия Александровна Близнюк'}]",[],"['1, Part 1']",True,,121,Individual
121,Vitali Viktorovich,SINILO,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Vitaly Victorovich Sinila'}, {'name': 'Russian: Виталий Викторович Синило'}, {'name': 'Belarusian: Віталь Сініла'}]",[],"['1, Part 1']",True,,122,Individual
122,Iryna Vasilyeuna,PRADUN,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Irina Vasilievna Pradun'}, {'name': 'Belarussian: Ірына Прадун'}, {'name': 'Russian: Ирина Васильевна Прадун'}]",[],"['1, Part 1']",True,,123,Individual
123,Valiantsina Piatrouna,NOVIKAVA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Valentina Petrovna Novikova'}, {'name': 'Belarussian: Валянціна Новікава'}, {'name': 'Russian: Валентина Петровна Новикова'}]",[],"['1, Part 1']",True,,124,Individual
124,Vadzim Ivanavich,MAZOL,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Vadim Ivanovich Mozol'}, {'name': 'Belarussian: Вадзім Иванавич Мазоль'}, {'name': 'Russian: Вадим Иванович Мозоль'}]",[],"['1, Part 1']",True,,125,Individual
125,Aliaksandr Viktaravich,ABASHYN,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Belarussian:  Аляксандр Абашын'}, {'name': 'Russian: Александр Викторович Абашин'}]",[],"['1, Part 1']",True,,126,Individual
126,Galina Rodionovna,LUKASHENKO,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],"[{'name': 'Galina Rodionovna LUKASHENKA'}, {'name': 'Halina Radzivonawna LUKASHENKO'}]",[],"['1, Part 1']",True,,127,Individual
127,Olga Sergeyevna,MARSHALOVICH,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Olga Sergeyevna SISHENKO'}],[],"['1, Part 1']",True,,128,Individual
128,Artem Dmitrievich,BALABA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Artiom Dmitrievich BALABA'}],[],"['1, Part 1']",True,,129,Individual
129,Maxim Dmitrievich,BALABA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Maksim Dmitrievich BALABA'}],[],"['1, Part 1']",True,,130,Individual
130,Irina Viktorovna,KARPENKOVA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Irina Viktorovna KARPIANKOU'}],[],"['1, Part 1']",True,,131,Individual
131,Igor Nikolayevich,KARPENKOV,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[],[],"['1, Part 1']",True,,132,Individual
132,Andrey Valeryevich,ANANENKO,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Andrei Valerievich ANANENKO'}],[],"['1, Part 1']",True,,133,Individual
133,Inna Vladimirovna,OLEKSINA,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Инна Владимировна Олексина'}],[],"['1, Part 1.1']",True,,1,Individual
134,Vitaly Alekseyevich,OLEKSIN,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Виталий Алексеевич Олексин'}],[],"['1, Part 1.1']",True,,2,Individual
135,Denis Aleksandrovich,MIKUSHEV,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Belarus / Bélarus'],[{'name': 'Денис Александрович Микушев'}],[],"['1, Part 1.1']",True,,3,Individual
